image,model,prompt_tokens,completion_tokens,total_tokens
mss154040085-2.jpg,google/gemini-3.5-flash,4981,3364,8345
mss1288000783-23.jpg,google/gemini-3.5-flash,4951,11001,15952
mss154040133-3.jpg,google/gemini-3.5-flash,4956,2026,6982
mss154040163-11.jpg,google/gemini-3.5-flash,4951,2931,7882
mss154040067-648.jpg,google/gemini-3.5-flash,4944,6539,11483
mss154040163-18.jpg,google/gemini-3.5-flash,4951,3625,8576
mss1288000795-35.jpg,google/gemini-3.5-flash,4929,12967,17896
mss154040094-4.jpg,google/gemini-3.5-flash,4963,6114,11077
mss154040056-2.jpg,google/gemini-3.5-flash,4981,7728,12709
mss154040164-18.jpg,google/gemini-3.5-flash,4951,5553,10504
mss154040147-18.jpg,google/gemini-3.5-flash,4951,6534,11485
mss154040164-7.jpg,google/gemini-3.5-flash,4951,2851,7802
mss154040220-11.jpg,google/gemini-3.5-flash,4981,750,5731
mss154040148-47.jpg,google/gemini-3.5-flash,4981,5548,10529
mss154040168-30.jpg,google/gemini-3.5-flash,4951,2248,7199
mss154040164-5.jpg,google/gemini-3.5-flash,4951,3607,8558
mss154040167-5.jpg,google/gemini-3.5-flash,4946,3209,8155
mss154040179-2.jpg,google/gemini-3.5-flash,4944,2197,7141
mss154040168-11.jpg,google/gemini-3.5-flash,4981,4311,9292
mss154040268-48.jpg,google/gemini-3.5-flash,4963,1021,5984
mss154040268-45.jpg,google/gemini-3.5-flash,4981,2577,7558
mss154040268-3.jpg,google/gemini-3.5-flash,4971,3114,8085
mss154040230-14.jpg,google/gemini-3.5-flash,4951,4612,9563
mss154040228-5.jpg,google/gemini-3.5-flash,4978,3719,8697
mss154040279-2.jpg,google/gemini-3.5-flash,4944,1097,6041
mss154040291-2.jpg,google/gemini-3.5-flash,4963,1512,6475
mss154040278-11.jpg,google/gemini-3.5-flash,4981,3561,8542
mss154040194-2.jpg,google/gemini-3.5-flash,4973,6659,11632
mss154040373-7.jpg,google/gemini-3.5-flash,4951,982,5933
mss154040230-8.jpg,google/gemini-3.5-flash,4944,6842,11786
mss154040271-18.jpg,google/gemini-3.5-flash,4951,5531,10482
mss154040333-2.jpg,google/gemini-3.5-flash,4944,2433,7377
mss154040266-8.jpg,google/gemini-3.5-flash,4981,8458,13439
mss154040341-2.jpg,google/gemini-3.5-flash,4981,2421,7402
mss154040374-5.jpg,google/gemini-3.5-flash,4981,2217,7198
mss154040406-8.jpg,google/gemini-3.5-flash,4981,2472,7453
mss154040424-47.jpg,google/gemini-3.5-flash,4951,2147,7098
mss154040426-18.jpg,google/gemini-3.5-flash,4981,2257,7238
mss154040387-2.jpg,google/gemini-3.5-flash,4944,3000,7944
mss154040478-9.jpg,google/gemini-3.5-flash,4981,1040,6021
mss154040165-26.jpg,google/gemini-3.5-flash,4981,12701,17682
mss154040244-5.jpg,google/gemini-3.5-flash,4935,10370,15305
mss154040278-6.jpg,google/gemini-3.5-flash,4944,7935,12879
mss184240020-42.jpg,google/gemini-3.5-flash,4951,2965,7916
mss154040487-54.jpg,google/gemini-3.5-flash,4981,3028,8009
mss154040483-95.jpg,google/gemini-3.5-flash,4959,5497,10456
mss154040428-13.jpg,google/gemini-3.5-flash,4981,7343,12324
mss184240051-17.jpg,google/gemini-3.5-flash,4963,5923,10886
mss154040483-76.jpg,google/gemini-3.5-flash,4944,8576,13520
mss154040431-13.jpg,google/gemini-3.5-flash,4963,8901,13864
mss184240089-164.jpg,google/gemini-3.5-flash,4978,3910,8888
mss184240109-92.jpg,google/gemini-3.5-flash,4981,1494,6475
mss184240058-292.jpg,google/gemini-3.5-flash,4937,5933,10870
mss154040483-42.jpg,google/gemini-3.5-flash,4973,11731,16704
mss184240036-71.jpg,google/gemini-3.5-flash,4963,8609,13572
mss184240109-16.jpg,google/gemini-3.5-flash,4963,2299,7262
mss184240077-19.jpg,google/gemini-3.5-flash,4978,6119,11097
mss184240102-80.jpg,google/gemini-3.5-flash,4978,4083,9061
mss184240124-14.jpg,google/gemini-3.5-flash,4978,2983,7961
mss184240125-43.jpg,google/gemini-3.5-flash,4937,3907,8844
mss184240200-27.jpg,google/gemini-3.5-flash,4951,2779,7730
mss184240258-18.jpg,google/gemini-3.5-flash,4981,1097,6078
mss184240202-4.jpg,google/gemini-3.5-flash,4963,4164,9127
mss184240264-23.jpg,google/gemini-3.5-flash,4978,1227,6205
mss184240143-2.jpg,google/gemini-3.5-flash,4944,6355,11299
mss184240331-29.jpg,google/gemini-3.5-flash,4971,1904,6875
mss184240091-69.jpg,google/gemini-3.5-flash,4951,11368,16319
mss184240269-54.jpg,google/gemini-3.5-flash,4951,4228,9179
mss184240211-76.jpg,google/gemini-3.5-flash,4944,6428,11372
mss184240100-72.jpg,google/gemini-3.5-flash,4944,13781,18725
mss184240130-127.jpg,google/gemini-3.5-flash,4978,8679,13657
mss184240162-93.jpg,google/gemini-3.5-flash,4981,10524,15505
mss184240352-48.jpg,google/gemini-3.5-flash,4951,2755,7706
mss184240270-16.jpg,google/gemini-3.5-flash,4944,7594,12538
mss184240334-144.jpg,google/gemini-3.5-flash,4981,3555,8536
mss3413200298-4.jpg,google/gemini-3.5-flash,4944,2436,7380
mss3413200106-27.jpg,google/gemini-3.5-flash,4951,3195,8146
mss184240331-63.jpg,google/gemini-3.5-flash,4971,7658,12629
mss184240235-4.jpg,google/gemini-3.5-flash,4937,12093,17030
mss3413200947-29.jpg,google/gemini-3.5-flash,4951,2174,7125
mss184240345-7.jpg,google/gemini-3.5-flash,4978,5805,10783
mss3413200668-12.jpg,google/gemini-3.5-flash,4951,4563,9514
mss3413201207-9.jpg,google/gemini-3.5-flash,4951,3045,7996
mss3413201202-48.jpg,google/gemini-3.5-flash,4978,3824,8802
mss3413201803-7.jpg,google/gemini-3.5-flash,4963,964,5927
mss3413201758-21.jpg,google/gemini-3.5-flash,4944,1794,6738
mss3413201344-39.jpg,google/gemini-3.5-flash,4951,2781,7732
mss425490019-18.jpg,google/gemini-3.5-flash,4951,1584,6535
mss3413200849-32.jpg,google/gemini-3.5-flash,4944,8467,13411
mss3413201214-11.jpg,google/gemini-3.5-flash,4944,6896,11840
mss154040430-20.jpg,google/gemini-3.5-flash,4971,31236,36207
mss3413201847-63.jpg,google/gemini-3.5-flash,4951,5251,10202
mss425490043-6.jpg,google/gemini-3.5-flash,4971,1637,6608
mss184240335-125.jpg,google/gemini-3.5-flash,4971,13369,18340
mss3413201919-43.jpg,google/gemini-3.5-flash,4963,5357,10320
mss184240333-15.jpg,google/gemini-3.5-flash,4963,15377,20340
mss425490060-43.jpg,google/gemini-3.5-flash,4971,2454,7425
mss3413201949-23.jpg,google/gemini-3.5-flash,4944,5555,10499
mss425490301-37.jpg,google/gemini-3.5-flash,4944,2356,7300
mss425490151-21.jpg,google/gemini-3.5-flash,4981,4163,9144
mss425490704-20.jpg,google/gemini-3.5-flash,4951,2345,7296
mss425490178-6.jpg,google/gemini-3.5-flash,4944,3164,8108
mss3413201277-2.jpg,google/gemini-3.5-flash,4944,10939,15883
mss83434026-1.jpg,google/gemini-3.5-flash,4963,1891,6854
mss83434038-2.jpg,google/gemini-3.5-flash,4944,1705,6649
mss83434055-2.jpg,google/gemini-3.5-flash,4978,2482,7460
mss83434018-1.jpg,google/gemini-3.5-flash,4944,3815,8759
mss83434126-105.jpg,google/gemini-3.5-flash,4944,4883,9827
mss425490038-29.jpg,google/gemini-3.5-flash,4951,10433,15384
mss425490753-19.jpg,google/gemini-3.5-flash,4951,8671,13622
mss83434126-94.jpg,google/gemini-3.5-flash,4944,2186,7130
mss83434126-182.jpg,google/gemini-3.5-flash,4944,4302,9246
mss83434126-149.jpg,google/gemini-3.5-flash,4981,6185,11166
mss83434133-1.jpg,google/gemini-3.5-flash,4944,1772,6716
mss83434126-67.jpg,google/gemini-3.5-flash,4944,3897,8841
mss83434033-2.jpg,google/gemini-3.5-flash,4951,10643,15594
mss83434126-187.jpg,google/gemini-3.5-flash,4951,6673,11624
mss3413201323-27.jpg,google/gemini-3.5-flash,4951,21941,26892
mss83434126-171.jpg,google/gemini-3.5-flash,4981,7255,12236
mss425490168-15.jpg,google/gemini-3.5-flash,4963,13127,18090
mss83434136-3.jpg,google/gemini-3.5-flash,4963,4777,9740
mss83434157-7.jpg,google/gemini-3.5-flash,4944,4090,9034
mss83434137-19.jpg,google/gemini-3.5-flash,4951,8940,13891
mss83434148-3.jpg,google/gemini-3.5-flash,4973,7177,12150
mss83434137-26.jpg,google/gemini-3.5-flash,4951,9170,14121
mss83434182-138.jpg,google/gemini-3.5-flash,4937,10048,14985
mss83434182-161.jpg,google/gemini-3.5-flash,4963,9883,14846
mss83434187-3.jpg,google/gemini-3.5-flash,4963,2204,7167
mss83434182-109.jpg,google/gemini-3.5-flash,4963,11935,16898
mss83434192-10.jpg,google/gemini-3.5-flash,4981,2392,7373
mss83434224-11.jpg,google/gemini-3.5-flash,4978,2469,7447
mss83434182-147.jpg,google/gemini-3.5-flash,4946,13009,17955
mss83434224-14.jpg,google/gemini-3.5-flash,4951,2619,7570
mss83434224-48.jpg,google/gemini-3.5-flash,4937,3324,8261
mss83434182-73.jpg,google/gemini-3.5-flash,4963,12431,17394
mss83434224-9.jpg,google/gemini-3.5-flash,4978,1651,6629
mss83434239-34.jpg,google/gemini-3.5-flash,4951,829,5780
mss83434182-139.jpg,google/gemini-3.5-flash,4963,17433,22396
mss83434182-30.jpg,google/gemini-3.5-flash,4989,16456,21445
mss83434233-15.jpg,google/gemini-3.5-flash,4951,4440,9391
mss83434250-107.jpg,google/gemini-3.5-flash,4937,2988,7925
mss83434182-33.jpg,google/gemini-3.5-flash,4963,17420,22383
mss83434224-62.jpg,google/gemini-3.5-flash,4978,6565,11543
mss83434250-12.jpg,google/gemini-3.5-flash,4946,3247,8193
mss83434250-129.jpg,google/gemini-3.5-flash,4937,3220,8157
mss83434250-13.jpg,google/gemini-3.5-flash,4978,2884,7862
mss83434250-61.jpg,google/gemini-3.5-flash,4937,3029,7966
mss83434250-110.jpg,google/gemini-3.5-flash,4963,4661,9624
mss83434250-109.jpg,google/gemini-3.5-flash,4937,4254,9191
mss83434255-39.jpg,google/gemini-3.5-flash,4937,389,5326
mss83434250-95.jpg,google/gemini-3.5-flash,4963,3900,8863
mss83434252-10.jpg,google/gemini-3.5-flash,4944,1741,6685
mss83434251-6.jpg,google/gemini-3.5-flash,4937,3852,8789
mss83434252-16.jpg,google/gemini-3.5-flash,4944,2856,7800
mss83434254-18.jpg,google/gemini-3.5-flash,4951,3289,8240
mss83434254-2.jpg,google/gemini-3.5-flash,4951,2720,7671
mss83434255-69.jpg,google/gemini-3.5-flash,4978,2693,7671
mss83434262-18.jpg,google/gemini-3.5-flash,4951,3187,8138
mss83434262-14.jpg,google/gemini-3.5-flash,4978,2928,7906
mss83434263-1.jpg,google/gemini-3.5-flash,4963,1540,6503
mss83434280-3.jpg,google/gemini-3.5-flash,4963,1864,6827
mss83434297-4.jpg,google/gemini-3.5-flash,4963,609,5572
mss83434262-33.jpg,google/gemini-3.5-flash,4951,4117,9068
mss83434255-77.jpg,google/gemini-3.5-flash,4978,5155,10133
mss83434296-26.jpg,google/gemini-3.5-flash,4946,3342,8288
mss83434296-19.jpg,google/gemini-3.5-flash,4946,3882,8828
mss83434296-47.jpg,google/gemini-3.5-flash,4963,5178,10141
mss83434298-3.jpg,google/gemini-3.5-flash,4978,3393,8371
mss83434310-3.jpg,google/gemini-3.5-flash,4963,3305,8268
mss83434297-10.jpg,google/gemini-3.5-flash,4946,4290,9236
mss83434297-29.jpg,google/gemini-3.5-flash,4963,4612,9575
mss83434310-8.jpg,google/gemini-3.5-flash,4937,4175,9112
mss83434310-24.jpg,google/gemini-3.5-flash,4963,5129,10092
mss83434314-25.jpg,google/gemini-3.5-flash,4951,4907,9858
mss83434314-28.jpg,google/gemini-3.5-flash,4963,4647,9610
mss83434314-76.jpg,google/gemini-3.5-flash,4951,2435,7386
mss83434314-36.jpg,google/gemini-3.5-flash,4963,3191,8154
mss83434314-34.jpg,google/gemini-3.5-flash,4963,4134,9097
mss83434182-123.jpg,google/gemini-3.5-flash,4963,35875,40838
mss83434319-1.jpg,google/gemini-3.5-flash,4944,3019,7963
mss83434182-94.jpg,google/gemini-3.5-flash,4963,31952,36915
mss83434335-2.jpg,google/gemini-3.5-flash,4959,3982,8941
mss83434351-26.jpg,google/gemini-3.5-flash,4978,5607,10585
mss83434414-23.jpg,google/gemini-3.5-flash,4937,5438,10375
mss83434343-6.jpg,google/gemini-3.5-flash,4944,7913,12857
mss83434414-12.jpg,google/gemini-3.5-flash,4937,6066,11003
mss83434414-20.jpg,google/gemini-3.5-flash,4937,6268,11205
mss83434331-12.jpg,google/gemini-3.5-flash,4978,8316,13294
mss83434414-48.jpg,google/gemini-3.5-flash,4937,5256,10193
mss83434414-27.jpg,google/gemini-3.5-flash,4937,8971,13908
mss83434464-3.jpg,google/gemini-3.5-flash,4951,2571,7522
mss83434493-1.jpg,google/gemini-3.5-flash,4973,1649,6622
mss83434482-2.jpg,google/gemini-3.5-flash,4981,2818,7799
mss83434424-65.jpg,google/gemini-3.5-flash,4978,5968,10946
mss83434433-2.jpg,google/gemini-3.5-flash,4951,6383,11334
mss83434495-90.jpg,google/gemini-3.5-flash,4937,4200,9137
mss83434502-1.jpg,google/gemini-3.5-flash,4973,3325,8298
mss83434495-35.jpg,google/gemini-3.5-flash,4937,6227,11164
mss83434351-13.jpg,google/gemini-3.5-flash,4937,16226,21163
mss83434495-95.jpg,google/gemini-3.5-flash,4937,4530,9467
mss83434498-1.jpg,google/gemini-3.5-flash,4944,4534,9478
mss83434495-59.jpg,google/gemini-3.5-flash,4963,6462,11425
mss83434504-100.jpg,google/gemini-3.5-flash,4951,2830,7781
mss83434325-4.jpg,google/gemini-3.5-flash,4944,21212,26156
mss859430237-3.jpg,google/gemini-3.5-flash,4944,602,5546
mss859430020-4.jpg,google/gemini-3.5-flash,4944,2091,7035
mss859430059-11.jpg,google/gemini-3.5-flash,4935,2368,7303
mss859430318-6.jpg,google/gemini-3.5-flash,4951,1747,6698
mss83434402-9.jpg,google/gemini-3.5-flash,4951,20027,24978
mss859430428-12.jpg,google/gemini-3.5-flash,4944,1175,6119
mss859430014-8.jpg,google/gemini-3.5-flash,4951,4230,9181
mss859430249-3.jpg,google/gemini-3.5-flash,4960,2764,7724
mss83434182-82.jpg,google/gemini-3.5-flash,4963,52089,57052
mss859430252-27.jpg,google/gemini-3.5-flash,4944,3588,8532
mss859430015-37.jpg,google/gemini-3.5-flash,4951,5114,10065
mss859430248-51.jpg,google/gemini-3.5-flash,4944,3844,8788
mss859430427-16.jpg,google/gemini-3.5-flash,4973,4452,9425
2019713429-846.jpg,google/gemini-3.5-flash#nothink,4978,43,5021
2019713423-357.jpg,google/gemini-3.5-flash#nothink,4978,146,5124
2019713424-379.jpg,google/gemini-3.5-flash#nothink,4946,78,5024
2019713425-623.jpg,google/gemini-3.5-flash#nothink,4951,100,5051
2019713414-133.jpg,google/gemini-3.5-flash#nothink,4960,212,5172
2019713431-55.jpg,google/gemini-3.5-flash#nothink,4951,100,5051
2019713428-610.jpg,google/gemini-3.5-flash#nothink,4951,138,5089
2019713432-1462.jpg,google/gemini-3.5-flash#nothink,4951,62,5013
