image,model,prompt_tokens,completion_tokens,total_tokens
mss1288000078-3.jpg,moonshotai/kimi-k2.5,14118,3563,17681
mss154040147-18.jpg,moonshotai/kimi-k2.5,14158,2752,16910
mss154040163-11.jpg,moonshotai/kimi-k2.5,14134,1228,15362
mss154040333-2.jpg,moonshotai/kimi-k2.5,14176,1396,15572
mss154040478-9.jpg,moonshotai/kimi-k2.5,14118,397,14515
mss184240130-127.jpg,moonshotai/kimi-k2.5,14108,3120,17228
mss184240200-27.jpg,moonshotai/kimi-k2.5,14187,892,15079
mss184240331-29.jpg,moonshotai/kimi-k2.5,14212,5313,19525
mss83434033-2.jpg,moonshotai/kimi-k2.5,14189,2381,16570
mss83434137-26.jpg,moonshotai/kimi-k2.5,13196,2503,15699
mss83434252-16.jpg,moonshotai/kimi-k2.5,14161,3559,17720
mss83434263-1.jpg,moonshotai/kimi-k2.5,11525,3450,14975
mss83434319-1.jpg,moonshotai/kimi-k2.5,12820,2738,15558
2019713442-448.jpg,nvidia/nemotron-nano-12b-v2-vl,11744,328,12072
2019713445-1752.jpg,nvidia/nemotron-nano-12b-v2-vl,11744,463,12207
2019713451-2338.jpg,nvidia/nemotron-nano-12b-v2-vl,11744,1628,13372
mss1187900041-38.jpg,nvidia/nemotron-nano-12b-v2-vl,10208,1487,11695
mss1187900051-26.jpg,nvidia/nemotron-nano-12b-v2-vl,10208,402,10610
mss1187900967-7.jpg,nvidia/nemotron-nano-12b-v2-vl,10208,1548,11756
mss1288000078-3.jpg,nvidia/nemotron-nano-12b-v2-vl,11744,312,12056
mss154040147-18.jpg,nvidia/nemotron-nano-12b-v2-vl,10208,692,10900
mss154040163-11.jpg,nvidia/nemotron-nano-12b-v2-vl,10208,1684,11892
mss154040333-2.jpg,nvidia/nemotron-nano-12b-v2-vl,11744,168,11912
mss154040478-9.jpg,nvidia/nemotron-nano-12b-v2-vl,11744,69,11813
mss184240200-27.jpg,nvidia/nemotron-nano-12b-v2-vl,10208,1509,11717
mss184240331-29.jpg,nvidia/nemotron-nano-12b-v2-vl,11744,2499,14243
mss83434033-2.jpg,nvidia/nemotron-nano-12b-v2-vl,11744,24,11768
mss83434137-26.jpg,nvidia/nemotron-nano-12b-v2-vl,10208,1175,11383
mss83434252-16.jpg,nvidia/nemotron-nano-12b-v2-vl,11744,834,12578
mss83434263-1.jpg,nvidia/nemotron-nano-12b-v2-vl,11232,1054,12286
mss83434319-1.jpg,nvidia/nemotron-nano-12b-v2-vl,11744,1,11745
2019713442-448.jpg,openai/gpt-4.1-mini,8568,120,8688
2019713445-1752.jpg,openai/gpt-4.1-mini,8933,116,9049
2019713451-2338.jpg,openai/gpt-4.1-mini,8847,1422,10269
mss1187900041-38.jpg,openai/gpt-4.1-mini,8905,359,9264
mss1187900051-26.jpg,openai/gpt-4.1-mini,8905,193,9098
mss1187900092-33.jpg,openai/gpt-4.1-mini,8905,112,9017
mss1187900967-7.jpg,openai/gpt-4.1-mini,8905,155,9060
mss1288000078-3.jpg,openai/gpt-4.1-mini,8933,411,9344
mss154040147-18.jpg,openai/gpt-4.1-mini,8879,138,9017
mss154040163-11.jpg,openai/gpt-4.1-mini,8931,252,9183
mss154040333-2.jpg,openai/gpt-4.1-mini,8863,188,9051
mss154040478-9.jpg,openai/gpt-4.1-mini,8933,62,8995
mss184240130-127.jpg,openai/gpt-4.1-mini,8905,90,8995
mss184240200-27.jpg,openai/gpt-4.1-mini,8931,92,9023
mss184240331-29.jpg,openai/gpt-4.1-mini,8879,92,8971
mss83434033-2.jpg,openai/gpt-4.1-mini,8933,782,9715
mss83434252-16.jpg,openai/gpt-4.1-mini,8918,246,9164
mss83434263-1.jpg,openai/gpt-4.1-mini,8419,136,8555
mss83434319-1.jpg,openai/gpt-4.1-mini,8918,32,8950
2019713442-448.jpg,openai/gpt-5,4136,2492,6628
2019713445-1752.jpg,openai/gpt-5,3576,488,4064
2019713451-2338.jpg,openai/gpt-5,3576,7389,10965
mss1187900041-38.jpg,openai/gpt-5,3856,3808,7664
mss1187900092-33.jpg,openai/gpt-5,3856,1441,5297
mss1187900967-7.jpg,openai/gpt-5,3856,2762,6618
mss1288000078-3.jpg,openai/gpt-5,3576,3208,6784
mss154040147-18.jpg,openai/gpt-5,3856,1997,5853
mss154040163-11.jpg,openai/gpt-5,3856,1556,5412
mss154040333-2.jpg,openai/gpt-5,3576,2033,5609
mss154040478-9.jpg,openai/gpt-5,3576,439,4015
mss184240130-127.jpg,openai/gpt-5,3856,3433,7289
mss184240200-27.jpg,openai/gpt-5,3856,1984,5840
mss184240331-29.jpg,openai/gpt-5,4136,2643,6779
mss83434033-2.jpg,openai/gpt-5,3576,3175,6751
mss83434137-26.jpg,openai/gpt-5,3856,5222,9078
mss83434252-16.jpg,openai/gpt-5,3576,1909,5485
mss83434263-1.jpg,openai/gpt-5,4136,2639,6775
mss83434319-1.jpg,openai/gpt-5,3576,1619,5195
2019713442-448.jpg,openai/gpt-5-mini,6785,1376,8161
2019713445-1752.jpg,openai/gpt-5-mini,7055,532,7587
2019713451-2338.jpg,openai/gpt-5-mini,6991,3177,10168
mss1187900041-38.jpg,openai/gpt-5-mini,7034,1904,8938
mss1187900051-26.jpg,openai/gpt-5-mini,7034,1125,8159
mss1187900092-33.jpg,openai/gpt-5-mini,7034,885,7919
mss1187900967-7.jpg,openai/gpt-5-mini,7034,1184,8218
mss1288000078-3.jpg,openai/gpt-5-mini,7055,1375,8430
mss154040147-18.jpg,openai/gpt-5-mini,7015,1454,8469
mss154040163-11.jpg,openai/gpt-5-mini,7053,1247,8300
mss154040333-2.jpg,openai/gpt-5-mini,7003,1320,8323
mss154040478-9.jpg,openai/gpt-5-mini,7055,417,7472
mss184240130-127.jpg,openai/gpt-5-mini,7034,1221,8255
mss184240200-27.jpg,openai/gpt-5-mini,7053,1266,8319
mss184240331-29.jpg,openai/gpt-5-mini,7015,1100,8115
mss83434033-2.jpg,openai/gpt-5-mini,7055,1848,8903
mss83434137-26.jpg,openai/gpt-5-mini,7053,2391,9444
mss83434252-16.jpg,openai/gpt-5-mini,7044,711,7755
mss83434263-1.jpg,openai/gpt-5-mini,6674,1863,8537
mss83434319-1.jpg,openai/gpt-5-mini,7044,1089,8133
2019713442-448.jpg,openai/gpt-5-nano,8057,3257,11314
2019713445-1752.jpg,openai/gpt-5-nano,8395,1232,9627
2019713451-2338.jpg,openai/gpt-5-nano,8315,5678,13993
